AW00011010,8088
AW00011057,8088
AW00011151,8087
AW00011976,8087
AW00011106,8079
AW00011908,8079
AW00011968,8079
AW00011988,8078
AW00011353,8078
AW00011447,8078
AW00011756,8078
AW00011075,8068
AW00011351,8068
AW00011963,8068
AW00012291,8067
AW00011096,8063
AW00011759,8054
AW00012298,8052
AW00012297,8022
AW00012314,7997
AW00012130,7987
AW00012330,7932
AW00013259,7853
AW00011240,7586
AW00011238,7543
AW00011239,7511
AW00013256,7494
AW00013255,7393
AW00012657,7384
AW00016589,7343
AW00013406,7300
AW00013579,7294
AW00017221,7292
AW00013580,7285
AW00017114,7275
AW00013264,7265
AW00015093,7265
AW00013265,7259
AW00015095,7255
AW00017184,7253
AW00015623,7247
AW00016263,7243
AW00016823,7242
AW00013260,7239
AW00016196,7237
AW00017198,7233
AW00015357,7232
AW00016594,7231
AW00015085,7229
AW00016207,7226
AW00019031,7226
AW00015676,7224
AW00015678,7223
AW00016821,7221
AW00013792,7216
AW00015116,7212
AW00013794,7212
AW00017214,7211
AW00014791,7210
AW00016831,7206
AW00015675,7206
AW00016827,7205
AW00016565,7203
AW00016206,7203
AW00015677,7200
AW00018166,7200
AW00013261,7200
AW00013606,7195
AW00016585,7192
AW00011414,7191
AW00011413,7190
AW00018173,7189
AW00015685,7188
AW00017781,7187
AW00015932,7186
AW00016829,7185
AW00017209,7182
AW00016828,7182
AW00016822,7176
AW00011244,7175
AW00017183,7175
AW00013693,7171
AW00016261,7170
AW00015625,7169
AW00011243,7164
AW00016204,7162
AW00013690,7162
AW00016567,7159
AW00013765,7152
AW00013777,7147
AW00016830,7138
AW00013784,7138
AW00016598,7131
AW00011247,7131
AW00011250,7115
AW00015094,7109
AW00012037,7107
AW00014203,7082
AW00011422,7075
AW00015082,7069
AW00011548,7068
AW00016587,7064
AW00011996,7059
AW00011485,7049
AW00018177,7044
AW00011999,7043
AW00014976,7041
AW00011997,7030
AW00015626,7029
AW00011549,7024
AW00012007,7024
AW00013012,7017
AW00017825,7016
AW00014773,7016
AW00011496,7014
AW00014790,7005
AW00016298,7001
AW00016603,7001
AW00015637,7000
AW00015084,7000
AW00014424,6999
AW00017199,6998
AW00016575,6995
AW00016588,6995
AW00017811,6990
AW00015624,6990
AW00011388,6987
AW00017225,6987
AW00012005,6985
AW00018127,6982
AW00014931,6981
AW00017207,6980
AW00015926,6979
AW00017192,6978
AW00015697,6975
AW00015117,6975
AW00017202,6974
AW00015687,6974
AW00011494,6974
AW00018141,6973
AW00015699,6970
AW00011400,6968
AW00014031,6964
AW00015684,6963
AW00013625,6962
AW00011998,6962
AW00015928,6960
AW00011468,6960
AW00011493,6959
AW00015086,6959
AW00011387,6959
AW00017185,6955
AW00012216,6955
AW00016826,6954
AW00015100,6953
AW00017203,6953
AW00017182,6951
AW00016205,6951
AW00016262,6950
AW00018126,6946
AW00015929,6945
AW00017181,6945
AW00015627,6944
AW00015101,6944
AW00016203,6940
AW00019032,6939
AW00016824,6939
AW00017103,6935
AW00015927,6933
AW00015933,6932
AW00018147,6931
AW00018135,6922
AW00016286,6921
AW00015114,6919
AW00017093,6918
AW00016307,6918
AW00016199,6918
AW00015702,6918
AW00018160,6915
AW00012988,6915
AW00017220,6915
AW00012335,6912
AW00016309,6911
AW00012702,6911
AW00012222,6909
AW00013626,6909
AW00017218,6908
AW00018168,6908
AW00016448,6907
AW00012348,6906
AW00013082,6906
AW00014030,6905
AW00018136,6905
AW00015693,6905
AW00013407,6904
AW00012685,6904
AW00016595,6901
AW00012239,6901
AW00017191,6896
AW00013104,6894
AW00012684,6893
AW00012703,6891
AW00012215,6890
AW00016297,6890
AW00013629,6889
AW00013955,6888
AW00012647,6886
AW00013132,6881
AW00012680,6880
AW00011609,6872
AW00013965,6872
AW00013616,6872
AW00013960,6871
AW00013122,6871
AW00018158,6870
AW00012701,6868
AW00012688,6867
AW00014941,6865
AW00012339,6865
AW00013091,6864
AW00012346,6864
AW00013644,6864
AW00012686,6864
AW00012658,6863
AW00013076,6862
AW00012700,6860
AW00012676,6859
AW00014032,6859
AW00012653,6859
AW00013959,6858
AW00012994,6855
AW00012705,6854
AW00013139,6854
AW00012706,6851
AW00012995,6850
AW00013078,6850
AW00013620,6848
AW00012645,6847
AW00012689,6846
AW00012637,6845
AW00013251,6844
AW00013080,6844
AW00013646,6843
AW00013970,6843
AW00013075,6843
AW00013103,6842
AW00013966,6842
AW00013622,6841
AW00012999,6840
AW00012341,6840
AW00013953,6840
AW00013160,6839
AW00012668,6839
AW00012347,6839
AW00013958,6839
AW00012342,6838
AW00012644,6838
AW00013632,6838
AW00013638,6832
AW00013113,6832
AW00013117,6831
AW00014020,6831
AW00013051,6831
AW00013636,6831
AW00012990,6829
AW00012674,6829
AW00013119,6829
AW00012263,6829
AW00012630,6825
AW00012210,6825
AW00013630,6824
AW00013129,6823
AW00012317,6823
AW00012693,6820
AW00013252,6820
AW00013411,6819
AW00014038,6819
AW00013011,6819
AW00012355,6818
AW00013645,6817
AW00013128,6817
AW00013631,6817
AW00012989,6817
AW00012648,6817
AW00013126,6815
AW00013133,6813
AW00012667,6813
AW00013651,6812
AW00013090,6812
AW00013404,6812
AW00012675,6812
AW00013649,6812
AW00012356,6810
AW00014033,6809
AW00014039,6808
AW00012318,6808
AW00012996,6808
AW00013619,6808
AW00013114,6807
AW00011575,6806
AW00013964,6806
AW00012687,6805
AW00014045,6804
AW00012315,6803
AW00013633,6803
AW00012214,6803
AW00012671,6802
AW00013254,6801
AW00012683,6801
AW00013089,6800
AW00012316,6799
AW00013643,6799
AW00013000,6799
AW00013001,6799
AW00012699,6798
AW00012354,6797
AW00013130,6797
AW00011612,6795
AW00014949,6795
AW00013647,6793
AW00015059,6793
AW00012328,6792
AW00013408,6792
AW00012350,6791
AW00012669,6791
AW00011568,6789
AW00012634,6787
AW00012358,6787
AW00011610,6786
AW00012698,6786
AW00011604,6786
AW00012670,6785
AW00012694,6785
AW00012677,6785
AW00012681,6784
AW00013115,6779
AW00013637,6777
AW00013253,6774
AW00013135,6773
AW00013081,6772
AW00013971,6772
AW00012349,6772
AW00011259,6770
AW00012673,6768
AW00013650,6768
AW00011603,6767
AW00013077,6766
AW00013123,6765
AW00012353,6765
AW00013648,6765
AW00013618,6763
AW00013006,6762
AW00012987,6759
AW00011263,6753
AW00012640,6752
AW00013079,6752
AW00012340,6752
AW00012360,6750
AW00014146,6750
AW00015056,6748
AW00014846,6744
AW00011191,6743
AW00013131,6737
AW00015440,6736
AW00014702,6729
AW00014847,6725
AW00011171,6716
AW00011175,6710
AW00014950,6709
AW00014991,6706
AW00014928,6706
AW00014150,6705
AW00011090,6703
AW00014984,6699
AW00014843,6690
AW00015048,6690
AW00014771,6689
AW00011224,6685
AW00011252,6685
AW00014697,6684
AW00015062,6684
AW00014833,6679
AW00014160,6679
AW00014770,6679
AW00011257,6676
AW00015078,6675
AW00015077,6673
AW00014778,6673
AW00015047,6669
AW00014525,6665
AW00014712,6660
AW00014947,6658
AW00014937,6652
AW00014157,6650
AW00015453,6650
AW00011261,6650
AW00015051,6650
AW00014929,6646
AW00015058,6639
AW00011039,6636
AW00013841,6624
AW00014171,6616
AW00011046,6616
AW00015923,6592
AW00011027,6591
AW00011047,6582
AW00011025,6577
AW00011026,6575
AW00014163,6566
AW00011029,6565
AW00015921,6549
AW00013541,6536
AW00013771,6535
AW00011018,6533
AW00013540,6528
AW00011032,6525
AW00013822,6523
AW00012805,6522
AW00011044,6515
AW00013782,6512
AW00013685,6509
AW00013559,6508
AW00012754,6503
AW00013558,6500
AW00011048,6498
AW00012398,6498
AW00014161,6497
AW00013556,6497
AW00011033,6495
AW00013686,6493
AW00012750,6492
AW00011034,6491
AW00012607,6489
AW00013697,6485
AW00014164,6484
AW00013555,6483
AW00012620,6480
AW00011031,6478
AW00011028,6474
AW00014162,6473
AW00011030,6471
AW00012621,6471
AW00013607,6464
AW00014713,6461
AW00013560,6453
AW00011035,6451
AW00012510,6440
AW00011038,6437
AW00011017,6434
AW00014774,6434
AW00013770,6428
AW00011001,6384
AW00015710,6317
AW00015920,6248
AW00015700,6248
AW00015688,6222
AW00019614,6217
AW00020452,6157
AW00018696,6149
AW00018336,6144
AW00020622,6139
AW00018746,6134
AW00018338,6124
AW00018242,6122
AW00018496,6122
AW00019960,6120
AW00018297,6119
AW00028259,6118
AW00019560,6117
AW00020609,6117
AW00017351,6117
AW00018296,6117
AW00020621,6117
AW00028194,6115
AW00018269,6113
AW00019555,6110
AW00018276,6106
AW00018273,6104
AW00018268,6102
AW00016740,6099
AW00019970,6099
AW00018710,6098
AW00019950,6098
AW00019794,6098
AW00018709,6098
AW00018240,6098
AW00019595,6094
AW00018928,6094
AW00020239,6093
AW00018484,6093
AW00018188,6093
AW00020623,6093
AW00018214,6093
AW00019613,6093
AW00018288,6093
AW00020616,6093
AW00019609,6093
AW00019084,6093
AW00019602,6093
AW00017285,6093
AW00019089,6093
AW00020228,6093
AW00018309,6090
AW00019979,6090
AW00019096,6090
AW00016713,6090
AW00016703,6090
AW00018908,6090
AW00020217,6089
AW00018207,6089
AW00019782,6089
AW00018738,6089
AW00017280,6089
AW00018747,6089
AW00019790,6089
AW00020245,6085
AW00020444,6085
AW00017984,6083
AW00018281,6080
AW00016688,6080
AW00018489,6080
AW00011776,6079
AW00011741,6079
AW00020445,6078
AW00019785,6076
AW00011323,6074
AW00017502,6070
AW00018691,6070
AW00016687,6070
AW00018277,6070
AW00016744,6070
AW00018213,6070
AW00016743,6070
AW00020242,6068
AW00020226,6067
AW00018255,6067
AW00018485,6063
AW00028243,6061
AW00020615,6060
AW00016693,6060
AW00018931,6060
AW00020220,6060
AW00020629,6060
AW00020612,6060
AW00019978,6060
AW00022995,6060
AW00019956,6060
AW00017051,6060
AW00018706,6060
AW00019568,6060
AW00015614,6059
AW00018241,6058
AW00018250,6058
AW00019791,6058
AW00011295,6058
AW00019789,6058
AW00020617,6058
AW00019576,6058
AW00018243,6058
AW00019792,6056
AW00022893,6056
AW00020600,6056
AW00019958,6056
AW00018708,6056
AW00019965,6056
AW00018205,6056
AW00019095,6056
AW00020430,6056
AW00019947,6056
AW00019586,6056
AW00019559,6056
AW00018483,6056
AW00019971,6056
AW00019964,6056
AW00018491,6056
AW00019105,6056
AW00019596,6056
AW00018488,6056
AW00018272,6056
AW00019773,6056
AW00018724,6056
AW00020613,6056
AW00020628,6056
AW00018209,6056
AW00020225,6056
AW00020247,6056
AW00018217,6056
AW00019959,6056
AW00019975,6056
AW00019588,6056
AW00016741,6056
AW00019788,6056
AW00019793,6056
AW00018740,6056
AW00018301,6056
AW00020227,6054
AW00020451,6054
AW00019963,6054
AW00019607,6054
AW00019787,6054
AW00020606,6054
AW00022903,6054
AW00019611,6054
AW00019949,6054
AW00018731,6053
AW00027645,6051
AW00028255,6051
AW00022252,6047
AW00028031,6047
AW00027663,6047
AW00022112,6047
AW00020627,6044
AW00016742,6044
AW00020448,6044
AW00011325,6044
AW00020620,6044
AW00018249,6044
AW00019977,6044
AW00018725,6044
AW00018222,6044
AW00019795,6044
AW00020219,6044
AW00018210,6044
AW00028288,6039
AW00019099,6038
AW00020626,6038
AW00018219,6038
AW00018494,6037
AW00019577,6037
AW00018248,6037
AW00018308,6037
AW00018718,6035
AW00018335,6035
AW00022996,6035
AW00020447,6035
AW00018260,6035
AW00019093,6035
AW00020614,6035
AW00018736,6035
AW00019957,6035
AW00019556,6035
AW00018909,6035
AW00018692,6035
AW00020221,6035
AW00020253,6035
AW00018251,6035
AW00020608,6035
AW00018694,6035
AW00017353,6035
AW00018208,6035
AW00019628,6035
AW00018930,6035
AW00020246,6035
AW00022268,6031
AW00019772,6030
AW00017309,6030
AW00018482,6030
AW00017315,6030
AW00018246,6030
AW00018238,6030
AW00018303,6030
AW00018239,6030
AW00019967,6029
AW00018490,6029
AW00020446,6029
AW00018212,6029
AW00018302,6029
AW00018929,6029
AW00017310,6029
AW00020625,6029
AW00020213,6029
AW00020259,6029
AW00019558,6029
AW00018284,6029
AW00020258,6029
AW00017354,6029
AW00018695,6029
AW00019612,6029
AW00022785,6029
AW00020256,6029
AW00017286,6029
AW00019102,6029
AW00020456,6029
AW00022895,6029
AW00018493,6029
AW00028063,6026
AW00028244,6026
AW00028152,6025
AW00011707,6025
AW00012050,6024
AW00019948,6021
AW00018470,6021
AW00018275,6021
AW00019783,6021
AW00018469,6021
AW00018693,6021
AW00020244,6021
AW00018245,6021
AW00019968,6021
AW00019951,6021
AW00019786,6021
AW00018495,6021
AW00017329,6021
AW00016745,6021
AW00019621,6021
AW00018220,6021
AW00018716,6021
AW00016702,6021
AW00018735,6021
AW00018487,6021
AW00019784,6021
AW00018218,6021
AW00017352,6021
AW00028099,6021
AW00017279,6021
AW00019094,6021
AW00018337,6021
AW00019797,6021
AW00027651,6021
AW00019083,6021
AW00023057,6021
AW00020238,6021
AW00019966,6021
AW00019974,6021
AW00020624,6021
AW00020450,6021
AW00018737,6021
AW00018244,6021
AW00019561,6021
AW00020610,6021
AW00019594,6021
AW00018252,6021
AW00018307,6021
AW00017308,6021
AW00018486,6021
AW00020611,6021
AW00028068,6021
AW00023074,6021
AW00018254,6021
AW00012843,6018
AW00028193,6016
AW00017985,6016
AW00027919,6016
AW00028224,6016
AW00028250,6016
AW00011299,6015
AW00013511,6012
AW00012018,6012
AW00028131,6011
AW00027636,6011
AW00028078,6011
AW00016310,6010
AW00012079,6008
AW00028061,6006
AW00022182,6006
AW00027668,6006
AW00012118,6004
AW00016404,6002
AW00016495,6002
AW00011282,5999
AW00017833,5999
AW00012755,5999
AW00027615,5998
AW00012041,5998
AW00027918,5998
AW00028240,5998
AW00027616,5998
AW00022233,5997
AW00028076,5997
AW00028268,5997
AW00028156,5997
AW00028296,5997
AW00027662,5997
AW00028065,5997
AW00022881,5997
AW00011539,5997
AW00012103,5997
AW00028191,5997
AW00027606,5997
AW00027667,5997
AW00028285,5997
AW00027920,5997
AW00028264,5997
AW00028158,5997
AW00027646,5997
AW00028190,5997
AW00022121,5997
AW00028066,5997
AW00027669,5997
AW00027671,5997
AW00023113,5997
AW00028067,5997
AW00028070,5997
AW00023114,5996
AW00011796,5995
AW00011934,5994
AW00012083,5993
AW00012105,5993
AW00014155,5993
AW00012143,5993
AW00022232,5985
AW00011854,5985
AW00028038,5985
AW00012784,5985
AW00012084,5985
AW00028196,5985
AW00012171,5984
AW00027623,5984
AW00012613,5984
AW00011270,5984
AW00011773,5984
AW00012437,5983
AW00012779,5980
AW00012789,5980
AW00012141,5979
AW00022247,5978
AW00028159,5978
AW00022765,5978
AW00011939,5977
AW00014861,5977
AW00015621,5977
AW00013691,5977
AW00012026,5977
AW00014158,5977
AW00027670,5976
AW00022373,5976
AW00028234,5976
AW00028257,5976
AW00022234,5976
AW00028246,5976
AW00027617,5976
AW00012078,5975
AW00012167,5975
AW00011272,5975
AW00012042,5975
AW00016638,5974
AW00012279,5974
AW00012261,5973
AW00012071,5973
AW00011780,5973
AW00013536,5973
AW00016623,5973
AW00013514,5973
AW00011271,5973
AW00012053,5973
AW00016630,5973
AW00011810,5973
AW00011541,5973
AW00011797,5972
AW00028030,5971
AW00028297,5971
AW00027625,5971
AW00027621,5971
AW00022251,5971
AW00022109,5971
AW00022901,5971
AW00022889,5971
AW00028154,5971
AW00028071,5971
AW00022976,5971
AW00011671,5970
AW00012030,5970
AW00012198,5969
AW00012418,5969
AW00012254,5968
AW00012285,5968
AW00012395,5968
AW00011925,5968
AW00012221,5968
AW00011688,5967
AW00012219,5967
AW00012886,5965
AW00012265,5964
AW00011307,5964
AW00012711,5963
AW00028155,5962
AW00028083,5962
AW00028064,5962
AW00022120,5962
AW00011727,5962
AW00028273,5962
AW00022877,5962
AW00027641,5962
AW00028062,5962
AW00012094,5962
AW00028247,5962
AW00016494,5961
AW00016496,5960
AW00012898,5959
AW00012181,5959
AW00011528,5959
AW00015620,5959
AW00011626,5959
AW00011540,5958
AW00014975,5957
AW00011599,5957
AW00011839,5955
AW00013783,5955
AW00012450,5955
AW00011654,5955
AW00011275,5955
AW00012208,5954
AW00011286,5954
AW00011818,5954
AW00011955,5953
AW00011813,5953
AW00012256,5953
AW00011798,5953
AW00011217,5953
AW00012072,5951
AW00012189,5950
AW00012220,5950
AW00012033,5949
AW00012769,5948
AW00013563,5948
AW00012707,5948
AW00011623,5948
AW00012804,5948
AW00011745,5948
AW00014793,5948
AW00012885,5948
AW00012169,5948
AW00011326,5948
AW00011664,5948
AW00011666,5948
AW00013515,5948
AW00011663,5948
AW00012494,5948
AW00016352,5948
AW00013570,5948
AW00011216,5948
AW00012819,5948
AW00013680,5948
AW00011815,5948
AW00011297,5948
AW00011872,5948
AW00012108,5946
AW00012121,5946
AW00012142,5945
AW00013572,5945
AW00012160,5945
AW00011324,5945
AW00012446,5944
AW00011529,5944
AW00012163,5944
AW00011189,5944
AW00011267,5943
AW00012770,5943
AW00013542,5943
AW00012774,5943
AW00015046,5943
AW00012780,5940
AW00011705,5940
AW00013821,5940
AW00012153,5938
AW00014832,5938
AW00011302,5938
AW00016624,5938
AW00012373,5937
AW00012152,5937
AW00012058,5936
AW00012452,5935
AW00011617,5935
AW00013567,5935
AW00012052,5935
AW00012200,5935
AW00011525,5935
AW00013679,5933
AW00012023,5933
AW00012075,5933
AW00011933,5933
AW00011831,5933
AW00012116,5933
AW00013846,5933
AW00013678,5933
AW00016629,5933
AW00011816,5933
AW00012709,5933
AW00011630,5933
AW00012762,5933
AW00012841,5933
AW00011290,5933
AW00012178,5933
AW00012188,5933
AW00012523,5933
AW00011601,5932
AW00016636,5932
AW00013564,5932
AW00012180,5930
AW00014159,5930
AW00011629,5930
AW00011830,5930
AW00011319,5930
AW00012112,5930
AW00011665,5930
AW00012059,5930
AW00016656,5930
AW00012172,5930
AW00012109,5930
AW00011515,5930
AW00012155,5930
AW00012882,5930
AW00012761,5929
AW00011809,5929
AW00012173,5929
AW00013772,5928
AW00012474,5928
AW00026057,5927
AW00013543,5923
AW00012280,5923
AW00014777,5923
AW00011837,5923
AW00012485,5923
AW00011873,5923
AW00012618,5923
AW00013504,5923
AW00011606,5922
AW00011298,5922
AW00012913,5922
AW00011266,5922
AW00012817,5922
AW00013552,5922
AW00011799,5921
AW00011281,5921
AW00012156,5920
AW00012435,5920
AW00012520,5919
AW00011535,5919
AW00011534,5919
AW00012614,5918
AW00016348,5918
AW00013546,5918
AW00013513,5918
AW00016347,5918
AW00013845,5917
AW00015087,5917
AW00012901,5917
AW00012749,5915
AW00011516,5915
AW00012830,5915
AW00011777,5915
AW00011327,5915
AW00011742,5915
AW00012448,5915
AW00016616,5915
AW00011536,5915
AW00012904,5915
AW00012162,5913
AW00011625,5913
AW00011607,5913
AW00012186,5913
AW00012016,5913
AW00012082,5913
AW00012179,5913
AW00012772,5913
AW00012027,5913
AW00015668,5913
AW00012440,5913
AW00011775,5913
AW00013661,5913
AW00014792,5913
AW00011772,5913
AW00014831,5912
AW00011227,5910
AW00011954,5910
AW00012025,5910
AW00014165,5910
AW00011945,5910
AW00011292,5910
AW00013537,5910
AW00013767,5910
AW00011834,5908
AW00012773,5908
AW00012820,5908
AW00012164,5908
AW00016661,5908
AW00013545,5908
AW00014776,5908
AW00012423,5908
AW00012120,5908
AW00012771,5908
AW00015619,5908
AW00012209,5908
AW00012104,5908
AW00012187,5908
AW00011593,5908
AW00012549,5908
AW00012206,5908
AW00013538,5908
AW00013548,5908
AW00011278,5908
AW00012756,5908
AW00012211,5908
AW00011708,5908
AW00012881,5908
AW00013820,5908
AW00016639,5908
AW00012170,5908
AW00012480,5908
AW00011289,5905
AW00015925,5905
AW00011690,5904
AW00014700,5904
AW00012362,5904
AW00016350,5903
AW00012102,5903
AW00012777,5900
AW00016637,5900
AW00016657,5900
AW00015081,5900
AW00011885,5900
AW00011774,5900
AW00012096,5900
AW00016631,5900
AW00011678,5900
AW00013666,5900
AW00012442,5900
AW00014720,5900
AW00011825,5900
AW00011812,5900
AW00012884,5900
AW00012917,5898
AW00013689,5898
AW00016660,5898
AW00012464,5898
AW00012212,5898
AW00016349,5898
AW00016612,5898
AW00012912,5898
AW00011811,5898
AW00012364,5898
AW00015669,5898
AW00011624,5898
AW00011817,5898
AW00011826,5898
AW00012547,5898
AW00012834,5898
AW00012438,5898
AW00011743,5898
AW00012383,5898
AW00011675,5898
AW00012483,5898
AW00011329,5898
AW00011886,5897
AW00011296,5897
AW00016607,5897
AW00011924,5897
AW00012069,5897
AW00011683,5897
AW00012915,5896
AW00015088,5896
AW00012151,5895
AW00016620,5895
AW00015089,5895
AW00011538,5895
AW00011591,5895
AW00012190,5890
AW00012110,5888
AW00012522,5888
AW00012561,5888
AW00015083,5888
AW00013847,5888
AW00011274,5888
AW00011937,5888
AW00011522,5888
AW00012849,5888
AW00012866,5883
AW00012717,5883
AW00012255,5883
AW00012207,5875
AW00012883,5875
AW00011531,5875
AW00011592,5875
AW00011628,5875
AW00012468,5875
AW00012441,5875
AW00012184,5875
AW00014705,5875
AW00011303,5875
AW00011779,5873
AW00011956,5873
AW00012076,5873
AW00011129,5873
AW00012174,5873
AW00012290,5873
AW00011291,5873
AW00011537,5873
AW00012217,5873
AW00012267,5873
AW00016351,5873
AW00016658,5873
AW00014794,5873
AW00011983,5873
AW00011778,5873
AW00013687,5873
AW00011611,5873
AW00011696,5873
AW00011317,5873
AW00016659,5873
AW00026018,5869
AW00026041,5861
AW00026114,5853
AW00025990,5847
AW00026096,5843
AW00016393,5842
AW00026056,5838
AW00011380,5838
AW00026058,5838
AW00026061,5838
AW00012123,5837
AW00026066,5832
AW00012133,5830
AW00026091,5828
AW00025980,5819
AW00025974,5819
AW00025982,5819
AW00025962,5819
AW00025924,5819
AW00025872,5819
AW00026090,5819
AW00019997,5815
AW00025978,5813
AW00019844,5808
AW00025943,5808
AW00016566,5807
AW00025975,5807
AW00018005,5806
AW00017976,5802
AW00026107,5800
AW00025868,5798
AW00026089,5798
AW00026111,5794
AW00026112,5794
AW00026116,5794
AW00026060,5794
AW00026012,5794
AW00026083,5794
AW00025901,5793
AW00025973,5793
AW00026098,5793
AW00017986,5791
AW00016392,5787
AW00017983,5785
AW00025867,5784
AW00026055,5784
AW00025979,5784
AW00025972,5781
AW00018133,5780
AW00025903,5773
AW00026097,5773
AW00020034,5770
AW00016426,5769
AW00026070,5768
AW00026084,5768
AW00026011,5768
AW00026082,5768
AW00026106,5768
AW00026075,5768
AW00019830,5766
AW00018139,5764
AW00014214,5760
AW00026042,5759
AW00025976,5759
AW00026110,5759
AW00025891,5759
AW00011332,5755
AW00017964,5751
AW00020182,5750
AW00011338,5745
AW00015924,5744
AW00014219,5744
AW00011335,5744
AW00018130,5743
AW00018140,5741
AW00018125,5739
AW00016424,5739
AW00018134,5732
AW00011395,5730
AW00013967,5722
AW00012287,5720
AW00016425,5719
AW00013108,5718
AW00013112,5717
AW00013010,5716
AW00019855,5710
AW00014236,5710
AW00013111,5707
AW00018019,5707
AW00013106,5697
AW00014220,5696
AW00012998,5695
AW00020035,5695
AW00014064,5694
AW00012608,5690
AW00014234,5687
AW00013109,5683
AW00012271,5683
AW00014235,5682
AW00012460,5679
AW00012873,5676
AW00014063,5676
AW00013007,5671
AW00013118,5670
AW00014215,5666
AW00013517,5666
AW00012277,5666
AW00012859,5666
AW00012473,5665
AW00012615,5663
AW00014211,5663
AW00012264,5663
AW00014230,5662
AW00012612,5658
AW00014226,5656
AW00014216,5654
AW00014261,5654
AW00014218,5652
AW00014262,5652
AW00012486,5652
AW00014058,5652
AW00013050,5651
AW00013107,5651
AW00014050,5650
AW00012599,5649
AW00013134,5649
AW00014062,5648
AW00014263,5648
AW00013049,5647
AW00012289,5646
AW00013957,5645
AW00014046,5645
AW00014047,5643
AW00014238,5643
